plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A1_C22,C22,Plate1_drugs,1,tolfenamic-acid,treated,0.015625,0.3125,1A1,3,22,1301,1.228512942,1.529857989,8252281.5,7208.861339,1758.652167,40.69993124,9948240,1529.484873,4836111,3737.340514,0,0,0,0,361009,5790.352778,66,8.183333333,4836111,3737.340514,18644933,2823.747396,6648600.5,5096.879596,2038737,4785.720347,417.5,11.51391006,3104757.5,5666.520425,514,16.49285714,6648600.5,5096.879596,17345700.5,2611.586132,2214359.5,4703.174659,460.5,6.841015293,5756253.5,4343.389895,8335953,7281.775695,3715714,7674.823731,483,32.98785425,8335953,7281.775695
1A1_C23,C23,Plate1_drugs,1,amygdalin,treated,1,20,1A1,3,23,1317,1.235519736,1.537931626,8683448.5,7270.577236,1778.322135,40.94943515,9754046,1424.699099,4758264.5,3625.049611,15835,3359.370098,4.5,2,399512,5617.862626,71,8.291666667,4758264.5,3625.049611,18584591,2722.706029,6571242,4945.204346,2228435,4704.612384,467,12.24725275,2922346.5,5486.448713,518.5,14.37775891,6571242,4945.204346,17876685.5,2621.357315,2220772,4767.178732,457.5,6.231389365,6061585.5,4474.685865,8728166,7311.298885,3926627.5,7704.252209,508.5,32.63939394,8728166,7311.298885
1A1_D02,D02,Plate1_drugs,1,amygdalin,treated,0.5,10,1A1,4,2,1428,1.222365929,1.520099307,11127658.5,8471.517128,2021.300494,42.64019313,12473348.5,1963.319715,6185742,4371.850868,0,0,0,0,483923,6706.437001,76,9.133928571,6185742,4371.850868,19700476,3058.946156,7155606,4924.619931,1156647.5,5005.76052,222,8.056438792,1742552,5575.980814,309,7.603146853,7155606,4924.619931,18291200,2884.108109,2262068,5134.236693,418.5,6.062828947,6580931.5,4522.105803,11148690,8463.402172,5207245.5,8796.06639,597.5,39.71428571,11148690,8463.402172
1A1_D03,D03,Plate1_drugs,1,amygdalin,treated,0.25,5,1A1,4,3,1392,1.233593914,1.512462277,11308461,8734.156473,2113.651267,42.09928083,13088293,1947.051388,6567683.5,4575.69267,4696.5,3102.916667,1,1,573238,6928.065783,86,9.788888889,6567683.5,4575.69267,20440370,2989.72362,7322986.5,5042.604081,1623505.5,4965.21875,319.5,10.9541847,2288141,5725.494215,381.5,11.59069767,7322986.5,5042.604081,19278571,2835.409183,2556600.5,5246.91994,449.5,6.878520387,6633985,4695.105348,11266763,8733.504261,5435021,9156.09328,578,40.10833333,11266763,8733.504261
1A1_D04,D04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,4,4,1346,1.240440253,1.567140753,11044582,8878.516588,2234.083445,41.39783119,12014327,2007.317729,6680389,4718.194337,0,0,0,0,489689,7006.789474,72,8.888888889,6680389,4718.194337,18696800,3121.810652,7197689,5259.993536,1723451,5348.443114,314,11.675,2238791,5987.38806,370,11.84375,7197689,5259.993536,17026506,2842.374256,2339881,5326.751523,427,7.505882353,6514841,4638.221626,11080949,8866.177344,5085700,9466.179177,540,43.625,11080949,8866.177344
1A1_D05,D05,Plate1_drugs,1,amygdalin,treated,0.125,2.5,1A1,4,5,1398,1.223192444,1.524704522,11278334.5,8440.217761,2086.527355,42.18991448,13509412,2080.974703,6850540,4666.685246,0,0,0,0,546250,7098.553226,78,9.171428571,6850540,4666.685246,20603719.5,3134.804277,7443828.5,5177.812806,1165878,5117.827348,220.5,7.702941176,2273286,5872.636231,378.5,9.6046875,7443828.5,5177.812806,17676383,2702.919961,1483927.5,4934.85942,292,4.597789116,6298018.5,4362.116833,11201651.5,8404.138862,5450347,8898.772612,596,38.30952381,11201651.5,8404.138862
1A1_D06,D06,Plate1_drugs,1,amygdalin,treated,0.0625,1.25,1A1,4,6,1428,1.232695299,1.54201883,11032975,8358.95389,1972.753364,42.64019313,13646927,2078.571511,6800633,4699.712687,0,0,0,0,598964,7289.655556,83,9.8,6800633,4699.712687,21117640,3152.902131,7784176,5241.750454,1282481,5355.55,235,10,1831594,5978.33441,300,8.72972973,7784176,5241.750454,19031752,2822.262446,2392583,5091.863938,456,6.660714286,6718996,4540.023485,11034742,8343.050027,5199440,8671.325641,609,40.78571429,11034742,8343.050027
1A1_D07,D07,Plate1_drugs,1,amygdalin,treated,0.03125,0.625,1A1,4,7,1437,1.221794763,1.490378615,11704565,8617.507963,2148.182872,42.77435243,13560555,2216.994938,7048528,4726.803806,7071,3413.307692,2,1,621116,7044.278146,90,10.71428571,7048528,4726.803806,20136740,3223.54782,7667514,5187.764749,772130,5360.569682,138,7.25,1449039,5961.851064,247,6.392857143,7667514,5187.764749,18072688,2877.771826,1417649,5237.033058,269,4.219512195,6836158,4535.317588,11630161,8576.164348,5564111,9122.249573,630,35.125,11630161,8576.164348
1A1_D08,D08,Plate1_drugs,1,amygdalin,treated,0.015625,0.3125,1A1,4,8,1411,1.222715648,1.511546802,11143830,8783.145563,2119.021648,42.38562253,13626154,2050.616457,6908855,4839.956547,0,0,0,0,571138,7530.861789,77,9.75,6908855,4839.956547,21208126,3141.930703,7615856,5257.269721,1158712,5425.666667,200,9,1612197,5991.519231,269,7.641025641,7615856,5257.269721,18532842,2743.038042,1838260,5205.444444,348,5.925925926,6463354,4489.466357,11117651,8789.722573,5391167,9121.498016,594,42.25,11117651,8789.722573
1A1_D09,D09,Plate1_drugs,1,nocodazole,treated,1,20,1A1,4,9,2251,1.196662694,1.362643923,19601224,9089.36875,2881.436099,53.53561632,17596025,1475.765921,12822065,5247.215043,0,0,0,0,642505,8157.69697,71,8.333333333,12822065,5247.215043,31663286,2853.644323,14541911,6176.097371,4633654,4814.286927,910,7.954545455,8126344,6751.061635,1156,24.18181818,14541911,6176.097371,27236495,2410.352685,3008851,4901.92487,608,3.034602076,13632605,5573.466892,19524629,8985.183333,6992797,10808.14833,609,17.48717949,19524629,8985.183333
1A1_D10,D10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,4,10,1320,1.255486054,1.620034117,11111796.5,9292.696502,2311.173511,40.99605102,11631579.5,1874.722175,6107893.5,4504.502542,2393.5,2187.2,1,1,478690.5,6767.91634,73,9.118055556,6107893.5,4504.502542,19110761.5,3002.963353,6954685.5,5154.707603,1491569.5,5201.242345,277.5,11.72077922,2086795.5,5909.440638,353,11.46698113,6954685.5,5154.707603,15724648,2446.968787,1857293.5,4693.669446,394.5,6.869306418,5619413,4122.478914,11108216.5,9261.057807,5410601,9716.836298,560.5,51.30217391,11108216.5,9261.057807
1A1_D11,D11,Plate1_drugs,1,nocodazole,treated,0.5,10,1A1,4,11,2168.5,1.359871206,1.529396222,19581533,9364.28401,2799.177697,52.54539975,18058973,1669.723352,11721293.5,5186.86609,0,0,0,0,880320.5,8530.363364,106.5,11.77651515,11721293.5,5186.86609,31912354.5,2948.709797,13472486,5964.993787,5379497.5,4727.177564,1135,10.87108703,6864464,6537.493686,1014,26.70873511,13472486,5964.993787,27954559.5,2579.949533,4891254,4734.636862,1047.5,6.216515857,11816601,5177.499991,19605051.5,9374.604102,7452975.5,10344.83611,700.5,28.503125,19605051.5,9374.604102
1A1_D12,D12,Plate1_drugs,1,nocodazole,treated,0.25,5,1A1,4,12,1466,1.296677934,1.521727635,11725854.5,7845.436865,2105.545958,43.20379965,12176976,1754.817699,7098266,4602.312033,0,0,0,0,485256.5,7221.184286,65,10,7098266,4602.312033,20915769.5,2985.687651,8099064.5,5372.872031,2156299,4921.020677,429.5,9.5,3125251,5970.317247,526,16.44043887,8099064.5,5372.872031,16853559.5,2378.072759,2038598,4381.97603,451.5,5.86534142,6271994,4184.697309,11659647.5,7837.575601,4720329,8506.470381,540.5,37.05555556,11659647.5,7837.575601
1A1_D13,D13,Plate1_drugs,1,nocodazole,treated,0.125,2.5,1A1,4,13,1471,1.239418411,1.534944103,11811385.5,8324.556178,2096.341366,43.27741333,12970164,1748.582631,6683597.5,4394.529245,0,0,0,0,512235.5,6763.27238,77.5,9.430555556,6683597.5,4394.529245,21798732,2938.92059,7921649,5130.563835,1844776,4714.003187,379.5,8.931747719,2957373,5655.695655,521,13.6010989,7921649,5130.563835,18155973,2402.35785,1882084,4205.831943,411.5,4.62496063,6237546.5,4049.732233,11839392,8354.849583,4968543,8836.663611,580,33.05606061,11839392,8354.849583
1A1_D14,D14,Plate1_drugs,1,nocodazole,treated,0.0625,1.25,1A1,4,14,1391,1.215662568,1.511409754,11335400,8763.453717,2164.927874,42.08414537,12876385.5,1873.153155,6648200.5,4581.665092,0,0,0,0,444695.5,6852.127451,66,9.0625,6648200.5,4581.665092,20816698.5,3008.26848,7674878,5309.432182,1758012.5,5221.796392,326,10.86754386,2562805,6016.899731,421.5,13.00980392,7674878,5309.432182,17365785,2513.908883,2165064.5,4779.058119,446.5,6.50308642,6088669,4258.068461,11347565,8761.305204,5145483,9298.700842,568,42.06929825,11347565,8761.305204
1A1_D15,D15,Plate1_drugs,1,nocodazole,treated,0.03125,0.625,1A1,4,15,1332,1.229359982,1.516055472,10697130.5,8759.572333,2180.007176,41.1819722,12680838,1961.054661,6441475.5,4771.863104,0,0,0,0,474470,7176.11413,69,8.732142857,6441475.5,4771.863104,20327402.5,3040.742869,7449075.5,5439.156471,1780587.5,5118.750564,335,10.57536765,3020233,6070.049113,493,14.765625,7449075.5,5439.156471,16433042.5,2481.57878,1779658.5,4536.340338,381.5,6.036149826,5748729.5,4129.095426,10712042.5,8765.599262,5129039.5,9408.50389,536.5,43.4965035,10712042.5,8765.599262
1A1_D16,D16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,4,16,1299,1.248447147,1.565844408,10663358,8828.712319,2211.732639,40.66863864,11403182.5,1723.365621,5961425.5,4369.103657,13985.5,3686.066667,3,1.733333333,505710,6683.579786,76,9,5961425.5,4369.103657,19643948,2957.873799,6962135.5,5158.607779,1897471.5,5081.281936,372,12.72949002,2800320.5,5779.359326,473,13.22459893,6962135.5,5158.607779,15767711,2372.009569,1825773,4507.754587,387,5.735374522,5495206,4075.224661,10724145.5,8816.658724,5094681.5,9274.775422,549.5,39.37087912,10724145.5,8816.658724
1A1_D17,D17,Plate1_drugs,1,nocodazole,treated,0.015625,0.3125,1A1,4,17,1410,1.227847767,1.527666917,11393579,8495.992021,2026.372044,42.37060016,12865913,1978.709007,6293426,4431.98332,8115,3568,2,1,556839,6672.898734,84,9.538461538,6293426,4431.98332,20992026,3227.503637,7646484,5363.598672,1373351,5349.200241,248,9.186666667,2125204,6042.654661,354,8.909090909,7646484,5363.598672,19416350,2927.697645,1697946,5181.797048,316,4.820224719,6718465,4625.904482,11378561,8507.084777,5200022,8818.011111,585,37.36363636,11378561,8507.084777
1A1_D18,D18,Plate1_drugs,1,CPI-613,treated,1,20,1A1,4,18,1359,1.223098507,1.509387559,10906769,8619.075149,2117.12223,41.59726603,11566502,1928.434416,6206077,4363.556727,17766,3862.153846,4,2,527268,6708.638889,80,9.5,6206077,4363.556727,19609679,3185.368592,7468884,5304.318395,1596945,5287.528102,293,10.04651163,2202156,6028.340771,376,9.446153846,7468884,5304.318395,19065456,3112.894071,2328999,5479.404601,406,6.195652174,7107456,4953.949512,10910663,8634.105559,5112579,9047.258727,565,40.71428571,10910663,8634.105559
1A1_D19,D19,Plate1_drugs,1,CPI-613,treated,0.5,10,1A1,4,19,1347,1.223853343,1.502775375,10383902,8509.457795,2022.042323,41.41320643,11928180.5,1932.701458,5993453.5,4408.245879,10697,3652.884615,3,1.071428571,519762.5,6771.486051,79,9.679487179,5993453.5,4408.245879,19925268,3133.578913,7337892,5345.869232,1433993,5238.042076,263.5,9.412215909,2186730.5,6017.659986,354.5,10.26593999,7337892,5345.869232,20019186.5,3125.736873,2380232,5621.554037,398.5,6.580936353,7213089.5,5092.821777,10398209,8486.80721,4863935,8890.346672,549,39.28431373,10398209,8486.80721
1A1_D20,D20,Plate1_drugs,1,CPI-613,treated,0.25,5,1A1,4,20,1340,1.220693469,1.506201625,10271239,8438.459724,2053.273503,41.30545957,11392017,1831.957602,5586346,4124.295756,0,0,0,0,455148,6326.175824,73,8.777777778,5586346,4124.295756,19819558,3058.730621,7219206,5297.279756,1385640,5285.124126,249,10.09803922,2015830,5989.398453,338,10.94444444,7219206,5297.279756,18769318,2923.443376,2122592,5252.906452,391,6.803278689,6406240,4600.96782,10258446,8445.437554,4797872,8853.83547,540,40.15384615,10258446,8445.437554
1A1_D21,D21,Plate1_drugs,1,CPI-613,treated,0.125,2.5,1A1,4,21,1354,1.223300363,1.51061174,10156336,8151.071713,2005.631828,41.52067369,11465647,1791.275348,5722024,4092.420518,10300,3230.333333,2,1.166666667,477521,6276.350649,76,8.777777778,5722024,4092.420518,19937857,3033.02214,7293350,5203.301508,1526088,5128.447154,291,9.5,2461439,5855.884615,414,10.71052632,7293350,5203.301508,18517133,2826.492926,2104087,4949.371968,421,5.784313725,6405209,4491.571336,10184564,8153.003552,4758334,8590.836364,542,34.35714286,10184564,8153.003552
1A1_D22,D22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,4,22,1255,1.250396329,1.60838953,9776970.5,8575.962802,2153.706884,39.97393687,9563283.5,1599.798792,4864553.5,3833.421689,5608,3189.425,1,1,350327.5,5865.171875,61,7.714285714,4864553.5,3833.421689,17867639,2961.439226,6642910,5232.368614,2238605,5088.836436,414,14.68217054,2911300.5,5868.00401,479,18.75,6642910,5232.368614,15553633.5,2583.386897,2036140,4717.903977,418,7.393792955,5507404.5,4339.881084,9849006.5,8621.474616,4510023,9142.201908,491,40.83333333,9849006.5,8621.474616
1A1_D23,D23,Plate1_drugs,1,CPI-613,treated,0.0625,1.25,1A1,4,23,1266,1.220999639,1.472488732,9617625,8432.892287,2062.165759,40.14873925,10057994,1641.968104,5014156,3923.583541,8086,3159,2,1,425615,6113.416667,72,8.444444444,5014156,3923.583541,18444949,2903.196837,6570369,5186.235358,2144933,4771.484848,446,10.375,3250890,5700.989101,540,17.3,6570369,5186.235358,17601259,2786.013766,2334961,4905.99569,466,6.573333333,6012725,4651.898844,9638404,8466.636833,4445881,8958.092251,495,37.83333333,9638404,8466.636833
1A1_E02,E02,Plate1_drugs,1,CPI-613,treated,0.03125,0.625,1A1,5,2,1411,1.209799122,1.477387542,9125956,6899.579795,1685.82412,42.38562253,11035836,1660.897075,5184609,3630.339676,2856,2268.875,1,1,334227,5381.225,62,7.571428571,5184609,3630.339676,20242451,3022.044985,7392607,5096.308989,1084124,5155.75,201,8.829268293,1560159,5812.132231,261,6.815789474,7392607,5096.308989,23016501,3422.289026,2420486,5873.481818,399,5.265625,7766886,5455.608776,9180125,6936.96979,4006009,7204.678899,548,30.84210526,9180125,6936.96979
1A1_E03,E03,Plate1_drugs,1,CPI-613,treated,0.015625,0.3125,1A1,5,3,1308.5,1.226368516,1.515586265,8493454,7120.715657,1727.213095,40.81707833,10583718.5,1716.846086,5089635,3822.733055,0,0,0,0,367707,5733.245614,64,8.142857143,5089635,3822.733055,18991261,3002.38911,6969987.5,5176.197018,1623223,5099.807027,305,9.686809138,2359444.5,5847.221557,405,11.57359307,6969987.5,5176.197018,23913960,3801.448107,3148865.5,6543.323996,472.5,7.578839869,8221678,6172.765604,8524111,7156.886841,4010100,7458.457355,538.5,36.72767857,8524111,7156.886841
1A1_E04,E04,Plate1_drugs,1,daunorubicin,treated,1,5,1A1,5,4,1842,1.252533001,1.588140007,4381520,2244.813788,520.0685346,48.42837228,8650591,861.1403926,4126842,2223.970349,4160,1714.37037,2,1,6807,2043.375,3,1,4126842,2223.970349,25341907,2458.621823,10862759,5917.829552,5621304,4246.237973,1405,12.97058824,6728786,6569.748466,959,35.5862069,10862759,5917.829552,28739120,2888.90852,8036193,5594.210907,1463,11.68965517,11990071,6607.667888,4413444,2256.635499,917993,2442.981891,303,8.423728814,4413444,2256.635499
1A1_E05,E05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,5,5,1280,1.241540001,1.57619137,8142670,7015.893855,1764.87026,40.37012035,8913279,1449.625726,4518953,3435.896664,6191,2753.157895,2,1,329720,5147.536232,64,8.222222222,4518953,3435.896664,17804443,2854.962589,6539253,4938.022076,1684279,4898.35503,331,10.88461538,2369971,5611.784703,422,12.09756098,6539253,4938.022076,18658516,2985.600676,2063330,5355.161943,363,6.415384615,6578955,4979.371585,8180988,7057.054224,3779254,7381.595679,500,34.96969697,8180988,7057.054224
1A1_E06,E06,Plate1_drugs,1,daunorubicin,treated,0.5,2.5,1A1,5,6,1934.5,1.289467709,1.756563607,8100542,3916.30191,970.4963136,49.62942558,9887031.5,879.3288478,5382875,2667.960279,6217.5,2793.059524,2,1,151248,4947.1,31,7.1625,5382875,2667.960279,28487504.5,2555.934448,11292805,5655.402231,5283085.5,4663.177934,1127,17.36589147,5505953.5,6215.502102,832,24.38029525,11292805,5655.402231,28348827.5,2546.9069,5702849.5,5197.938058,1115.5,10.73426043,11317774,5804.683599,8128450.5,3923.253486,2221084,4151.860085,489,13.27895668,8128450.5,3923.253486
1A1_E07,E07,Plate1_drugs,1,daunorubicin,treated,0.25,1.25,1A1,5,7,2215,1.25195613,1.658724761,13281192,5829.348776,1401.706267,53.10579621,17035417,1558.057048,8790560,3835.113671,0,0,0,0,541165,7113.336364,76,11.8,8790560,3835.113671,33340939,3059.218648,12964815,5714.864924,4709785,5318.177156,859,13.94444444,4608681,6347.1248,714,14.12195122,12964815,5714.864924,35332095,3223.051591,4979096,5923.25779,818,7.405405405,13108038,5825.173502,13389005,5860.425934,4900501,6075.861011,791,29.875,13389005,5860.425934
1A1_E08,E08,Plate1_drugs,1,daunorubicin,treated,0.125,0.625,1A1,5,8,1589,1.226292505,1.553345356,10531088,6274.052584,1514.995199,44.97974696,12288638,1525.239525,5884279,3616.827546,7429,2955.666667,2,1.25,467499,5578.054393,84,9.5,5884279,3616.827546,24341523,2975.946985,8671590,5217.10404,2225129,4921.689152,425,10.20895522,3139101,5833.434132,530,12.60655738,8671590,5217.10404,25200904,3072.542715,2712140,5259.345566,514,5.292517007,8110928,4953.411807,10556759,6301.321276,4217698,6524.901532,620,27.91428571,10556759,6301.321276
1A1_E09,E09,Plate1_drugs,1,daunorubicin,treated,0.0625,0.3125,1A1,5,9,1342,1.218722692,1.516738336,7908346,6444.040991,1540.68031,41.33627304,10192809,1518.82676,4841420,3498.860954,5627,2722.833333,2,1,382944,5262.752137,71,8.6,4841420,3498.860954,19582566,2845.85778,6823132,4968.541876,1891525,4656.540541,388,9.296703297,2997866,5465.875328,526,14.45945946,6823132,4968.541876,18194194,2628.093606,1860882,4602.956842,391,4.971751412,6022002,4314.822777,7928437,6452.119774,3702466,6740.677027,548,32.71428571,7928437,6452.119774
1A1_E10,E10,Plate1_drugs,1,daunorubicin,treated,0.03125,0.15625,1A1,5,10,1338,1.228814883,1.534046719,8331185,6698.903704,1610.89274,41.27462309,10374657,1509.113583,4822022,3563.623721,0,0,0,0,338648,5220.25,65,7.909090909,4822022,3563.623721,19941327,2845.70518,6915210,5083.645548,1685849,5010.308219,331,11,2508353,5783.773743,417,13.74074074,6915210,5083.645548,19595804,2787.50723,2121314,5118.180115,398,6.252525253,6363081,4618.274712,8411663,6733.501536,3767512,7070.749071,532,34.71428571,8411663,6733.501536
1A1_E11,E11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,5,11,1296,1.24194096,1.58776316,8372867,6758.041726,1716.764773,40.62165002,9073443,1420.993139,4567028,3358.964508,3448,2448,1,1,320577,4984.86,64,8,4567028,3358.964508,18320110,2811.173826,6490954,4893.804571,1517707,4753.495868,307,10.86363636,2204157,5479.108067,407,11.3125,6490954,4893.804571,16564283,2513.470946,1634526,4367.074074,364,5.25,5506373,4078.629264,8467317,6814.728111,3884761,7284.531106,531,36.11111111,8467317,6814.728111
1A1_E12,E12,Plate1_drugs,1,daunorubicin,treated,0.015625,0.078125,1A1,5,12,1329,1.22197606,1.523914955,8362740,6703.35987,1609.027089,41.13557287,9900121,1505.268466,4708907,3430.637889,4377,2633.694444,1,1,349618,5123.346939,69,8.714285714,4708907,3430.637889,19258912,2861.304132,6721973,4919.389241,1519212,4943.556391,283,10.14285714,2204824,5547.96466,394,9.723404255,6721973,4919.389241,17597324,2590.226255,1555948,4596.687059,318,4.784313725,5769076,4150.799057,8385384,6725.855717,3892810,6972.670996,540,30.83333333,8385384,6725.855717
1A1_E13,E13,Plate1_drugs,1,chlortetracycline,treated,1,20,1A1,5,13,1369,1.237147286,1.55156628,9586744,6846.894701,1641.21342,41.75002918,8886353,1352.60865,4256364,3024.866464,13434,2647.7,4,1.5,380244,4514.421053,84,9,4256364,3024.866464,19368993,2825.488392,6944104,4942.873369,2276198,4504.186645,485,11.34615385,3238401,5580.468998,554,19.70731707,6944104,4942.873369,17074447,2485.587177,1875117,4132.760417,434,4.923076923,5664901,3981.114833,9581248,6889.533586,4180937,7177.190476,571,35.4,9581248,6889.533586
1A1_E14,E14,Plate1_drugs,1,chlortetracycline,treated,0.5,10,1A1,5,14,1351,1.238790733,1.572688502,8679944.5,7027.671939,1754.741053,41.47465039,9233462,1396.001661,4518869,3304.432209,1920.5,1856,1,1,269133,4913.425336,57,6.809090909,4518869,3304.432209,19038362.5,2841.589797,6976075,5097.374985,1813010,4807.360673,358,11.66883721,2745013.5,5769.450086,455,17.69397284,6976075,5097.374985,15698530.5,2341.091032,1687354,4156.068084,388,5.651498736,5353066.5,3864.041592,8722349,7069.295607,3786105,7434.239432,516,32.69887955,8722349,7069.295607
1A1_E15,E15,Plate1_drugs,1,chlortetracycline,treated,0.25,5,1A1,5,15,1336,1.230193309,1.556123047,8912362.5,6933.543093,1668.739638,41.24376355,10180555,1586.999276,4882917,3545.887118,0,0,0,0,329622.5,5288.333398,63,7.630681818,4882917,3545.887118,19270894.5,2973.299071,7066788,5124.473471,1351154.5,5143.601721,255.5,11.015625,2155679,5865.805313,362,11.87460815,7066788,5124.473471,17651569,2708.612832,1707345.5,4790.302205,342,6.033820346,5931676,4332.451547,8952509,6981.436607,3951625,7312.748591,539,37.25824176,8952509,6981.436607
1A1_E16,E16,Plate1_drugs,1,chlortetracycline,treated,0.125,2.5,1A1,5,16,1313.5,1.228732989,1.533475044,8262698,6798.726438,1603.659955,40.89498846,10196846.5,1564.323696,4842389,3625.986619,6629,2921.26087,2,1,386899,5515.162417,71,8.3875,4842389,3625.986619,19621987,2958.811629,6936467,5149.012001,1677190.5,4977.898098,325.5,10.71964286,2486179,5727.696264,428,11.81818182,6936467,5149.012001,16458327.5,2419.861187,1485412,4346.043784,341,5.069612591,5351400,3928.599238,8322501,6854.164874,3858589,7115.700179,532,34.54166667,8322501,6854.164874
1A1_E17,E17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,5,17,1296,1.243667798,1.55614229,8195716,6818.283422,1672.260463,40.62165002,10101559,1641.640162,4956967,3709.737117,4216,2734.26087,1,1,374183,5628.786517,66,7.714285714,4956967,3709.737117,19132104,3080.615601,6822417,5157.223325,1167240,5219.27907,209,9.958333333,1929735,5858.610092,328,9.3125,6822417,5157.223325,17786828,2852.683987,1390058,4979.811644,268,4.589552239,5968886,4477.868526,8224788,6829.260044,3873409,7094.659517,545,32.80952381,8224788,6829.260044
